spp,scd,dbh,dbh_cm,tht,tht_m,stm,stm_kg,brk,brk_kg,bch,bch_kg,fol,fol_kg,agb,agb_kg,lon,lat
Pinus elliottii,111,17.9,45.466,103,31.39286803,2283.86,1035.764172,324.91,147.3514739,405.17,183.7505669,96.51,43.76870748,3110.45,1410.634921,-92.41,31.4
Pinus elliottii,111,17,43.18,98,29.8689424,1878.19,851.7868481,340.28,154.3219955,372.26,168.8253968,86.8,39.36507937,2677.53,1214.29932,-92.41,31.4
Pinus elliottii,111,8.5,21.59,85,25.90673575,419.13,190.0816327,82.84,37.569161,36.44,16.5260771,12.92,5.859410431,551.33,250.0362812,-92.41,31.4
Pinus elliottii,111,10,25.4,85,25.90673575,589.94,267.5464853,113.11,51.29705215,65.64,29.76870748,23.45,10.63492063,792.14,359.2471655,-92.41,31.4
Pinus elliottii,111,13.4,34.036,86,26.21152088,1064.54,482.7845805,211.95,96.12244898,222.87,101.0748299,54.01,24.49433107,1553.37,704.4761905,-92.41,31.4
Pinus elliottii,111,8,20.32,55,16.76318196,185.26,84.01814059,65.71,29.80045351,43.9,19.90929705,18.58,8.426303855,313.45,142.154195,-92.41,31.4
Pinus elliottii,111,18.6,47.244,94,28.64980189,2169.56,983.9274376,361.11,163.7687075,329.8,149.569161,75.78,34.36734694,2936.25,1331.632653,-92.41,31.4
Pinus elliottii,111,15.5,39.37,99,30.17372752,1789.53,811.5782313,335.75,152.2675737,251.61,114.1088435,69.22,31.39229025,2446.11,1109.346939,-92.41,31.4
Pinus elliottii,111,12.7,32.258,81,24.68759525,1102.42,499.9637188,155.74,70.63038549,263.1,119.3197279,81.24,36.84353741,1602.5,726.7573696,-92.41,31.4
Pinus elliottii,111,16.9,42.926,84,25.60195062,1954.18,886.2494331,324.16,147.0113379,448.5,203.4013605,92.06,41.75056689,2818.9,1278.412698,-92.41,31.4
Pinus elliottii,111,17,43.18,82,24.99238037,1739.35,788.8208617,358.61,162.6349206,494.48,224.2539683,124.39,56.41269841,2716.83,1232.122449,-92.41,31.4
Pinus elliottii,111,19.1,48.514,87,26.516306,2155.11,977.3741497,417.04,189.1337868,533.93,242.1451247,167.12,75.79138322,3273.2,1484.444444,-92.41,31.4
Pinus elliottii,111,10.3,26.162,76,23.16366961,613.03,278.0181406,121.74,55.21088435,112.84,51.17460317,41.79,18.95238095,889.4,403.3560091,-92.41,31.4
Pinus elliottii,111,6.7,17.018,57,17.37275221,181.02,82.0952381,51.94,23.55555556,27.65,12.53968254,10.85,4.920634921,271.46,123.1111111,-92.41,31.4
Pinus elliottii,111,5.3,13.462,49,14.9344712,99.88,45.29705215,25.62,11.61904762,17.13,7.768707483,9.24,4.19047619,151.87,68.87528345,-92.41,31.4
Pinus elliottii,111,14.7,37.338,74,22.55409936,1192.88,540.9886621,233.24,105.7777778,283.77,128.6938776,70.82,32.11791383,1780.71,807.5782313,-92.41,31.4
Pinus elliottii,111,10.1,25.654,81,24.68759525,569.9,258.4580499,114.24,51.80952381,102.9,46.66666667,44.88,20.3537415,831.92,377.2879819,-92.41,31.4
Pinus elliottii,111,9.1,23.114,71,21.63974398,344.77,156.3582766,140.91,63.9047619,48.55,22.01814059,20.28,9.197278912,554.51,251.478458,-92.41,31.4
Pinus elliottii,111,8.4,21.336,73,22.24931423,311.71,141.3650794,77.57,35.17913832,46.87,21.25623583,17.35,7.868480726,453.5,205.6689342,-92.41,31.4
Pinus elliottii,111,7.1,18.034,68,20.7253886,217.94,98.83900227,62.5,28.3446712,16.57,7.514739229,7.27,3.297052154,304.28,137.9954649,-92.41,31.4
Pinus elliottii,111,6.3,16.002,66,20.11581835,158.87,72.04988662,38.64,17.52380952,12.53,5.682539683,5.45,2.471655329,215.49,97.72789116,-92.41,31.4
Pinus elliottii,111,7.5,19.05,41,12.49619019,122.43,55.52380952,47.56,21.569161,61.79,28.02267574,26.43,11.98639456,258.21,117.1020408,-92.41,31.4
Pinus elliottii,111,9.8,24.892,88,26.82109113,670.54,304.0997732,125.31,56.82993197,91.43,41.46485261,26.53,12.03174603,913.81,414.4263039,-92.41,31.4
Pinus elliottii,111,2.2,5.588,30,9.143553795,8.31,3.768707483,3.72,1.68707483,0.99,0.448979592,0.53,0.240362812,13.55,6.145124717,-92.41,31.4
Pinus elliottii,111,4.8,12.192,49,14.9344712,52.95,24.01360544,16.67,7.560090703,6.34,2.875283447,1.94,0.879818594,77.9,35.32879819,-92.41,31.4
Pinus elliottii,111,8.4,21.336,55,16.76318196,189.73,86.04535147,75.25,34.12698413,63.63,28.85714286,27.57,12.50340136,356.18,161.5328798,-92.41,31.4
Pinus elliottii,111,5.2,13.208,33,10.05790917,47,21.31519274,28.39,12.87528345,11.46,5.197278912,6.18,2.802721088,93.03,42.19047619,-92.41,31.4
Pinus elliottii,111,4.7,11.938,36,10.97226455,51.35,23.28798186,23.68,10.73922902,9.12,4.136054422,5.02,2.276643991,89.17,40.4399093,-92.41,31.4
Pinus elliottii,111,3,7.62,25,7.619628162,14.04,6.367346939,8.48,3.845804989,3.01,1.365079365,1.62,0.734693878,27.15,12.31292517,-92.41,31.4
Pinus elliottii,111,2.1,5.334,19,5.790917403,5.04,2.285714286,4.2,1.904761905,3.62,1.641723356,1.78,0.807256236,14.64,6.639455782,-92.41,31.4
Pinus elliottii,111,10.5,26.67,66,20.11581835,449.31,203.7687075,120.09,54.46258503,159.6,72.38095238,58.49,26.5260771,787.49,357.138322,-92.41,31.4
Pinus elliottii,111,8.7,22.098,66,20.11581835,310.61,140.8662132,91.82,41.64172336,102.83,46.63492063,31.8,14.42176871,537.06,243.5646259,-92.41,31.4
Pinus elliottii,111,9.7,24.638,69,21.03017373,452.58,205.2517007,113.36,51.41043084,36.51,16.55782313,13.76,6.240362812,616.21,279.4603175,-92.41,31.4
Pinus elliottii,111,8.6,21.844,61,18.59189272,224.42,101.7777778,77.4,35.10204082,55.58,25.20634921,23.86,10.82086168,381.26,172.9070295,-92.41,31.4
Pinus elliottii,111,9.4,23.876,68,20.7253886,391.02,177.3333333,85.14,38.6122449,108.66,49.27891156,43.97,19.94104308,628.79,285.1655329,-92.41,31.4
Pinus elliottii,111,7.4,18.796,50,15.23925632,181.58,82.34920635,57.75,26.19047619,30.49,13.8276644,11.9,5.396825397,281.72,127.7641723,-92.41,31.4
Pinus elliottii,111,7.7,19.558,46,14.02011582,193.83,87.9047619,61.36,27.8276644,59.41,26.94331066,19.78,8.970521542,334.38,151.6462585,-92.41,31.4
Pinus elliottii,111,10.8,27.432,72,21.94452911,512.59,232.4671202,156.03,70.76190476,98.18,44.5260771,38.79,17.59183673,805.59,365.3469388,-92.41,31.4
Pinus elliottii,111,13.3,33.782,86,26.21152088,1020.24,462.6938776,196.04,88.90702948,172.17,78.08163265,44.2,20.04535147,1432.65,649.7278912,-92.41,31.4
Pinus elliottii,111,11,27.94,81,24.68759525,651.16,295.3106576,124.2,56.32653061,111.88,50.73922902,33.83,15.34240363,921.07,417.7188209,-92.41,31.4
Pinus elliottii,111,8.8,22.352,78,23.77323987,518.35,235.0793651,106.23,48.17687075,60.82,27.58276644,21.02,9.532879819,706.42,320.3718821,-92.41,31.4
Pinus elliottii,111,14.6,37.084,88,26.82109113,1311.77,594.9070295,217.52,98.64852608,234.58,106.3854875,80.96,36.71655329,1844.83,836.6575964,-92.41,31.4
Pinus elliottii,111,7.3,18.542,58,17.67753734,191.5,86.84807256,63.98,29.01587302,26.22,11.89115646,8.5,3.854875283,290.2,131.6099773,-92.41,31.4
Pinus elliottii,111,10.9,27.686,65,19.81103322,513.38,232.8253968,123.17,55.85941043,104.84,47.54648526,32.41,14.6984127,773.8,350.9297052,-92.41,31.4
Pinus elliottii,111,12.1,30.734,71,21.63974398,710.72,322.3219955,176.82,80.19047619,117.49,53.28344671,37.48,16.99773243,1042.51,472.7936508,-92.41,31.4
Pinus elliottii,111,7.7,19.558,63,19.20146297,229.92,104.2721088,50.96,23.11111111,28.11,12.74829932,10.01,4.53968254,319,144.6712018,-92.41,31.4
Pinus elliottii,111,15.6,39.624,110,33.52636391,1854.9,841.2244898,318.51,144.4489796,272.47,123.569161,64.45,29.22902494,2510.33,1138.471655,-92.41,31.4
Pinus elliottii,111,4.6,11.684,43,13.10576044,65.48,29.69614512,18.5,8.390022676,10.26,4.653061224,5.1,2.31292517,99.34,45.0521542,-92.41,31.4
Pinus elliottii,111,12.8,32.512,101,30.78329778,1386.85,628.9569161,198.68,90.10430839,124.38,56.40816327,59.37,26.92517007,1769.28,802.3945578,-92.41,31.4
Pinus elliottii,111,11.7,29.718,79,24.07802499,677.15,307.0975057,144.71,65.62811791,101.5,46.03174603,36.86,16.71655329,960.22,435.4739229,-92.41,31.4
Pinus elliottii,111,8.7,22.098,45,13.71533069,213.28,96.72562358,67.73,30.71655329,66.15,30,24.46,11.09297052,371.62,168.5351474,-92.41,31.4
Pinus elliottii,111,6,15.24,43,13.10576044,94.14,42.69387755,35.06,15.90022676,14.95,6.780045351,6.72,3.047619048,150.87,68.42176871,-92.41,31.4
Pinus elliottii,111,4.8,12.192,31,9.448338921,39.84,18.06802721,19.8,8.979591837,5.17,2.344671202,2.36,1.070294785,67.17,30.46258503,-92.41,31.4
Pinus elliottii,111,4.6,11.684,50,15.23925632,65.1,29.52380952,17.72,8.036281179,4.51,2.045351474,1.8,0.816326531,89.13,40.42176871,-92.41,31.4
Pinus elliottii,111,14.4,36.576,79,24.07802499,1123.27,509.4195011,210.36,95.40136054,262.63,119.106576,71.39,32.37641723,1667.65,756.3038549,-92.41,31.4
Pinus elliottii,111,15.4,39.116,78,23.77323987,1144.43,519.015873,326.24,147.9546485,139.7,63.35600907,39.62,17.96825397,1649.99,748.2947846,-92.41,31.4
Pinus elliottii,111,9.5,24.13,74,22.55409936,515.4,233.7414966,84.6,38.36734694,73.56,33.36054422,25.39,11.51473923,698.95,316.984127,-92.41,31.4
Pinus elliottii,111,10.6,26.924,65,19.81103322,480.47,217.9002268,128.15,58.11791383,102.76,46.6031746,47.82,21.68707483,759.2,344.30839,-92.41,31.4
Pinus elliottii,111,6.8,17.272,57,17.37275221,157.24,71.3106576,47.29,21.44671202,14.12,6.403628118,3.6,1.632653061,222.25,100.7936508,-92.41,31.4
Pinus elliottii,111,8,20.32,60,18.28710759,226.02,102.5034014,63.54,28.81632653,28.57,12.9569161,15.08,6.839002268,333.21,151.1156463,-92.41,31.4
Pinus elliottii,111,18.9,48.006,107,32.61200853,3108.66,1409.823129,454.23,206,420.29,190.6077098,63.84,28.95238095,4047.02,1835.38322,-92.41,31.4
Pinus elliottii,111,7.3,18.542,58,17.67753734,150.12,68.08163265,56.35,25.55555556,36.66,16.62585034,16.03,7.26984127,259.16,117.5328798,-92.41,31.4
Pinus elliottii,111,4.9,12.446,49,14.9344712,65.34,29.63265306,18.5,8.390022676,8.54,3.873015873,4.38,1.986394558,96.76,43.88208617,-92.41,31.4
Pinus elliottii,111,3.2,8.128,45,13.71533069,26.57,12.04988662,9.89,4.485260771,1.74,0.789115646,0.84,0.380952381,39.04,17.70521542,-92.41,31.4
Pinus elliottii,111,8.4,21.336,62,18.89667784,268.49,121.7641723,64.42,29.2154195,55.03,24.9569161,21.16,9.596371882,409.1,185.5328798,-92.41,31.4
Pinus elliottii,111,5.1,12.954,54,16.45839683,101.56,46.05895692,24.64,11.17460317,12.51,5.673469388,5.91,2.680272109,144.62,65.58730159,-92.41,31.4
Pinus elliottii,111,6.6,16.764,56,17.06796708,152.07,68.96598639,36.54,16.57142857,26.39,11.96825397,14,6.349206349,229,103.8548753,-92.41,31.4
Pinus elliottii,111,4.5,11.43,29,8.838768668,29.79,13.51020408,16.87,7.650793651,9.29,4.213151927,5.28,2.394557823,61.23,27.76870748,-92.41,31.4
Pinus elliottii,111,6.1,15.494,56,17.06796708,131.31,59.55102041,43.25,19.61451247,24.7,11.20181406,14.24,6.458049887,213.5,96.82539683,-92.41,31.4
Pinus elliottii,111,9.5,24.13,67,20.42060347,370.68,168.1088435,101.38,45.97732426,56.22,25.49659864,21.69,9.836734694,549.97,249.4195011,-92.41,31.4
Pinus elliottii,111,5.2,13.208,58,17.67753734,96.12,43.59183673,29.24,13.26077098,7.25,3.287981859,3.25,1.473922902,135.86,61.61451247,-92.41,31.4
Pinus elliottii,111,4.6,11.684,33,10.05790917,34.41,15.60544218,28.31,12.83900227,10.01,4.53968254,5.37,2.43537415,78.1,35.41950113,-92.41,31.4
Pinus elliottii,111,3.5,8.89,28,8.533983542,17.09,7.750566893,12.19,5.528344671,3.8,1.723356009,2.33,1.056689342,35.41,16.05895692,-92.41,31.4
Pinus elliottii,111,6.7,17.018,40,12.19140506,87.91,39.86848073,42.15,19.11564626,28.45,12.90249433,13.89,6.299319728,172.4,78.18594104,-92.41,31.4
Pinus elliottii,111,2.2,5.588,24,7.314843036,6.4,2.902494331,3.95,1.79138322,2.39,1.083900227,1.49,0.675736961,14.23,6.453514739,-92.41,31.4
Pinus elliottii,111,4.8,12.192,37,11.27704968,54.33,24.63945578,24.11,10.93424036,19,8.616780045,9.2,4.172335601,106.64,48.36281179,-92.41,31.4
Pinus elliottii,111,2.9,7.366,24,7.314843036,8.6,3.900226757,6.21,2.816326531,5.18,2.349206349,3.2,1.451247166,23.19,10.5170068,-92.41,31.4
Pinus elliottii,111,5.8,14.732,41,12.49619019,78.36,35.53741497,34.04,15.43764172,21.74,9.859410431,10.94,4.961451247,145.08,65.79591837,-92.41,31.4
Pinus elliottii,111,5.4,13.716,42,12.80097531,71.62,32.48072562,17.7,8.027210884,14.91,6.761904762,7.29,3.306122449,111.52,50.57596372,-92.41,31.4
Pinus elliottii,111,3.6,9.144,30,9.143553795,20.48,9.287981859,12.74,5.777777778,9.34,4.235827664,6.3,2.857142857,48.86,22.15873016,-92.41,31.4
Pinus elliottii,111,9.8,24.892,67,20.42060347,393.58,178.4943311,101.87,46.19954649,78.5,35.60090703,28.32,12.84353741,602.27,273.138322,-92.41,31.4
Pinus elliottii,111,2.9,7.366,36,10.97226455,15.47,7.015873016,7.06,3.201814059,3.28,1.487528345,1.05,0.476190476,26.86,12.1814059,-92.41,31.4
Pinus elliottii,111,6.6,16.764,43,13.10576044,94.79,42.98866213,43.56,19.75510204,25.99,11.78684807,13.24,6.004535147,177.58,80.53514739,-92.41,31.4
Pinus elliottii,111,4.4,11.176,34,10.3626943,36.93,16.74829932,20.06,9.097505669,10.52,4.770975057,5.96,2.702947846,73.47,33.31972789,-92.41,31.4
Pinus elliottii,111,10.2,25.908,57,17.37275221,376.32,170.6666667,87.83,39.83219955,113.23,51.35147392,35.09,15.9138322,612.47,277.7641723,-92.41,31.4
Pinus elliottii,111,6.5,16.51,47,14.32490094,113.65,51.54195011,35.26,15.99092971,31.58,14.32199546,17.47,7.922902494,197.96,89.77777778,-92.41,31.4
Pinus elliottii,111,8.4,21.336,54,16.45839683,250.33,113.5283447,53.74,24.37188209,74.37,33.72789116,29.16,13.2244898,407.6,184.8526077,-92.41,31.4
Pinus elliottii,111,9.4,23.876,76.7,23.3770192,524.08,237.6780045,272.2,123.446712,15.48,7.020408163,4.65,2.108843537,816.41,370.2539683,-85.29,30.24
Pinus elliottii,111,7.6,19.304,69.6,21.2130448,275.57,124.9750567,126.3,57.27891156,12.25,5.555555556,5.5,2.494331066,419.62,190.3038549,-84.6248,31.5293
Pinus elliottii,111,8.4,21.336,78,23.77323987,336.79,152.739229,142.87,64.79365079,11,4.988662132,2.52,1.142857143,493.18,223.6643991,-84.6248,31.5293
Pinus elliottii,111,10.1,25.654,75.3,22.95032002,568.9,258.0045351,318.43,144.4126984,42.29,19.17913832,13.7,6.213151927,943.32,427.8095238,-84.6248,31.5293
Pinus elliottii,111,9.7,24.638,81.6,24.87046632,553.14,250.8571429,248.7,112.7891156,23.46,10.63945578,12.5,5.66893424,837.8,379.9546485,-84.6248,31.5293
Pinus elliottii,111,8.5,21.59,75.4,22.98079854,419.07,190.0544218,205.91,93.38321995,19.07,8.648526077,8.33,3.777777778,652.38,295.8639456,-84.6248,31.5293
Pinus elliottii,111,7.9,20.066,66.5,20.26821091,245.45,111.3151927,190.47,86.38095238,6.7,3.038548753,2.13,0.965986395,444.75,201.7006803,-84.6248,31.5293
Pinus elliottii,111,8.4,21.336,77.2,23.52941176,401.57,182.1179138,189.57,85.97278912,19.04,8.634920635,9.21,4.176870748,619.39,280.9024943,-84.6248,31.5293
Pinus elliottii,111,8.2,20.828,71.1,21.67022249,335.79,152.2857143,205.13,93.02947846,11.25,5.102040816,5.51,2.498866213,557.68,252.9160998,-84.6248,31.5293
Pinus elliottii,111,6.7,17.018,59.7,18.19567205,201.16,91.22902494,149.32,67.71882086,19.96,9.052154195,6.19,2.807256236,376.63,170.8072562,-81.96,30.55
Pinus elliottii,111,6.8,17.272,50,15.23925632,161.87,73.41043084,112.79,51.15192744,11.86,5.378684807,6.27,2.843537415,292.79,132.7845805,-81.96,30.55
Pinus elliottii,111,7.4,18.796,48.8,14.87351417,168.17,76.2675737,162.88,73.86848073,26.51,12.02267574,15.02,6.811791383,372.58,168.9705215,-81.96,30.55
Pinus elliottii,111,5.6,14.224,53.5,16.30600427,115.72,52.48072562,80.06,36.30839002,4.56,2.068027211,2.43,1.102040816,202.77,91.95918367,-81.96,30.55
Pinus elliottii,111,5.9,14.986,49.5,15.08686376,90.9,41.2244898,112.52,51.02947846,10.73,4.866213152,5.99,2.716553288,220.14,99.83673469,-81.96,30.55
Pinus elliottii,111,9,22.86,54.2,16.51935386,260.15,117.9818594,183.46,83.20181406,67.17,30.46258503,45.98,20.85260771,556.76,252.4988662,-81.96,30.55
Pinus elliottii,111,7.8,19.812,60.9,18.5614142,275.44,124.9160998,168.34,76.3446712,11.06,5.015873016,8.57,3.886621315,463.41,210.1632653,-82.54,30.16
Pinus elliottii,111,7.2,18.288,63.7,19.41481256,269.88,122.3945578,126.47,57.35600907,12.07,5.473922902,11.32,5.133786848,419.74,190.3582766,-82.54,30.16
Pinus elliottii,111,5.8,14.732,59.4,18.10423651,142.72,64.72562358,98.99,44.89342404,2.7,1.224489796,2.71,1.229024943,247.12,112.0725624,-82.54,30.16
Pinus elliottii,111,7.5,19.05,63.5,19.35385553,282.16,127.9637188,130.88,59.35600907,17.1,7.755102041,8.48,3.845804989,438.62,198.9206349,-82.54,30.16
Pinus elliottii,111,8.8,22.352,72.4,22.06644316,377.29,171.106576,159.45,72.31292517,11.59,5.256235828,13.12,5.950113379,561.45,254.6258503,-82.54,30.16
Pinus elliottii,111,7.2,18.288,58.4,17.79945139,235.58,106.8390023,151.9,68.88888889,11.68,5.297052154,7.96,3.609977324,407.12,184.6349206,-82.54,30.16
Pinus elliottii,111,5.8,14.732,60.1,18.3175861,154.4,70.02267574,67.9,30.79365079,7.34,3.328798186,5.58,2.530612245,235.22,106.675737,-82.54,30.16
Pinus elliottii,111,7.4,18.796,65.8,20.05486132,304.08,137.9047619,161.75,73.35600907,20.05,9.092970522,8.98,4.072562358,494.86,224.4263039,-82.54,30.16
Pinus elliottii,111,7.1,18.034,65,19.81103322,283.97,128.7845805,133.01,60.32199546,14.44,6.548752834,10.93,4.9569161,442.35,200.6122449,-82.55,30.16
Pinus elliottii,111,7.8,19.812,50.2,15.30021335,225.54,102.2857143,140.29,63.62358277,30.03,13.61904762,16.82,7.628117914,412.68,187.1564626,-83.4,29.7
Pinus elliottii,111,8,20.32,44.3,13.5019811,197.61,89.61904762,137.31,62.27210884,29.07,13.18367347,17.39,7.886621315,381.38,172.9614512,-83.4,29.7
Pinus elliottii,111,7.3,18.542,49.1,14.96494971,156.8,71.11111111,122.06,55.35600907,27.17,12.32199546,10.93,4.9569161,316.96,143.7460317,-83.4,29.7
Pinus elliottii,111,8,20.32,57,17.37275221,256.55,116.3492063,154.11,69.89115646,24.52,11.12018141,13.18,5.977324263,448.36,203.3378685,-83.4,29.7
Pinus elliottii,111,7.7,19.558,53,16.1536117,201.79,91.51473923,163.08,73.95918367,17.23,7.814058957,12.63,5.727891156,394.73,179.015873,-83.4,29.7
Pinus elliottii,111,7.3,18.542,48.4,14.75160012,181.93,82.50793651,175.84,79.74603175,20.75,9.410430839,13.69,6.20861678,392.21,177.8730159,-83.4,29.7
Pinus elliottii,111,8.1,20.574,54.5,16.61078939,264.17,119.8049887,134.71,61.09297052,44.49,20.17687075,21.24,9.632653061,464.61,210.707483,-83.4,29.7
Pinus elliottii,111,9,22.86,56.6,17.25083816,330.25,149.7732426,188,85.26077098,56.3,25.53287982,19.26,8.734693878,593.81,269.3015873,-83.4,29.7
Pinus elliottii,111,7.8,19.812,53.8,16.3974398,207.5,94.10430839,164.59,74.64399093,19.49,8.839002268,7.29,3.306122449,398.87,180.893424,-83.4,29.7
Pinus elliottii,111,9.7,24.638,59.9,18.25662908,388.57,176.2222222,192.59,87.34240363,42.39,19.2244898,18.34,8.317460317,641.89,291.106576,-83.4,29.7
Pinus elliottii,111,8,20.32,52,15.84882658,260.47,118.1269841,136.47,61.89115646,29.55,13.40136054,13.48,6.113378685,439.97,199.5328798,-83.4,29.7
Pinus elliottii,111,7.7,19.558,48.4,14.75160012,190.1,86.21315193,129.88,58.90249433,14.63,6.634920635,8.08,3.664399093,342.69,155.414966,-83.4,29.7
Pinus elliottii,111,7.8,19.812,51.5,15.69643401,190,86.16780045,161.05,73.03854875,19.3,8.752834467,9.92,4.498866213,380.27,172.4580499,-83.4,29.7
Pinus elliottii,111,8,20.32,50.9,15.51356294,186.86,84.74376417,143.68,65.16099773,18.91,8.575963719,14.46,6.557823129,363.91,165.0385488,-83.4,29.7
Pinus elliottii,111,1.3,3.302,12,3.657421518,1.08,0.489795918,1.18,0.535147392,0.29,0.131519274,0.72,0.326530612,3.27,1.482993197,-83.7988,32.1572
Pinus elliottii,111,2.8,7.112,21.8,6.644315757,10.57,4.793650794,4.14,1.87755102,2.53,1.14739229,3.84,1.741496599,21.08,9.560090703,-83.7988,32.1572
Pinus elliottii,111,2.4,6.096,16,4.876562024,5.01,2.272108844,3.52,1.596371882,1.16,0.526077098,1.98,0.897959184,11.67,5.292517007,-83.7988,32.1572
Pinus elliottii,111,3.9,9.906,27.4,8.351112466,27.45,12.44897959,9.78,4.43537415,3.25,1.473922902,7.52,3.410430839,48,21.76870748,-83.7988,32.1572
Pinus elliottii,111,2.6,6.604,16.4,4.998476074,5.41,2.453514739,2.83,1.283446712,0.65,0.29478458,0.92,0.41723356,9.81,4.448979592,-83.7988,32.1572
Pinus elliottii,111,4,10.16,26.5,8.076805852,25.05,11.36054422,7.33,3.324263039,3.56,1.614512472,6.51,2.952380952,42.45,19.25170068,-83.7988,32.1572
Pinus elliottii,111,1.4,3.556,12.4,3.779335568,1.45,0.657596372,1,0.453514739,0.6,0.272108844,0.56,0.253968254,3.61,1.637188209,-83.7988,32.1572
Pinus elliottii,111,1.6,4.064,15.4,4.693690948,3.27,1.482993197,1.66,0.752834467,0.92,0.41723356,0.93,0.421768707,6.78,3.074829932,-83.7988,32.1572
Pinus elliottii,111,1.8,4.572,12.5,3.809814081,2.02,0.916099773,1.82,0.825396825,0.43,0.195011338,0.87,0.394557823,5.14,2.33106576,-83.7988,32.1572
Pinus elliottii,111,1.5,3.81,13,3.962206644,1.67,0.757369615,1.22,0.553287982,0.43,0.195011338,1.01,0.458049887,4.33,1.963718821,-83.7988,32.1572
Pinus elliottii,111,2.2,5.588,14,4.266991771,5.19,2.353741497,3.28,1.487528345,0.85,0.385487528,2.16,0.979591837,11.48,5.206349206,-83.7988,32.1572
Pinus elliottii,111,1.8,4.572,18.5,5.63852484,2.96,1.342403628,2.71,1.229024943,0.38,0.172335601,0.37,0.167800454,6.42,2.911564626,-83.7988,32.1572
Pinus elliottii,111,2.5,6.35,19.4,5.912831454,6.79,3.079365079,3.42,1.551020408,1.3,0.589569161,2.08,0.943310658,13.59,6.163265306,-83.7988,32.1572
Pinus elliottii,111,3.4,8.636,23.2,7.071014934,15.21,6.897959184,6.24,2.829931973,6.1,2.766439909,1.52,0.689342404,29.07,13.18367347,-83.7988,32.1572
Pinus elliottii,111,3.2,8.128,21,6.400487656,11.77,5.337868481,6.02,2.73015873,2.71,1.229024943,5.31,2.408163265,25.81,11.70521542,-83.7988,32.1572
Pinus elliottii,111,3.6,9.144,24.4,7.436757086,16.66,7.555555556,6.4,2.902494331,3.1,1.405895692,7.21,3.26984127,33.37,15.13378685,-83.7988,32.1572
Pinus elliottii,111,3,7.62,30.4,9.265467845,16.79,7.614512472,6.95,3.151927438,1.02,0.462585034,1.53,0.693877551,26.29,11.92290249,-83.7988,32.1572
Pinus elliottii,111,4.6,11.684,28,8.533983542,36.32,16.47165533,12.3,5.578231293,9.18,4.163265306,13.69,6.20861678,71.49,32.42176871,-83.7988,32.1572
Pinus elliottii,111,4.8,12.192,29,8.838768668,42.86,19.43764172,23.03,10.44444444,7.32,3.319727891,14.99,6.798185941,88.2,40,-83.7988,32.1572
Pinus elliottii,111,4.4,11.176,29.4,8.960682719,40.19,18.22675737,12.71,5.764172336,4.3,1.950113379,6.7,3.038548753,63.9,28.97959184,-83.7988,32.1572
Pinus elliottii,111,1.6,4.064,14.8,4.510819872,2.07,0.93877551,1.29,0.585034014,0.44,0.199546485,0.64,0.290249433,4.44,2.013605442,-83.7988,32.1572
Pinus elliottii,111,4.6,11.684,29.4,8.960682719,40.7,18.45804989,11.92,5.405895692,7.67,3.47845805,11.56,5.242630385,71.85,32.58503401,-83.7988,32.1572
Pinus elliottii,111,1.3,3.302,19,5.790917403,1.93,0.875283447,1.29,0.585034014,0.1,0.045351474,0.15,0.068027211,3.47,1.573696145,-83.7988,32.1572
Pinus elliottii,111,2,5.08,25.2,7.680585187,6.21,2.816326531,2.83,1.283446712,0.49,0.222222222,0.81,0.367346939,10.34,4.689342404,-83.7988,32.1572
Pinus elliottii,111,2.4,6.096,26,7.924413289,7.77,3.523809524,4.2,1.904761905,0.75,0.340136054,1.09,0.494331066,13.81,6.263038549,-83.7988,32.1572
Pinus elliottii,111,2.1,5.334,25.8,7.863456263,6.64,3.011337868,2.39,1.083900227,0.34,0.154195011,0.33,0.149659864,9.7,4.399092971,-83.7988,32.1572
Pinus elliottii,111,2.8,7.112,19,5.790917403,11.42,5.179138322,7.23,3.278911565,0.26,0.117913832,0.53,0.240362812,19.44,8.816326531,-83.7988,32.1572
Pinus elliottii,111,1.3,3.302,18,5.486132277,2.63,1.192743764,1.27,0.575963719,0.19,0.0861678,0.38,0.172335601,4.47,2.027210884,-83.7988,32.1572
Pinus elliottii,111,2.9,7.366,28.6,8.716854617,16.95,7.68707483,7.08,3.210884354,1.2,0.544217687,0.98,0.444444444,26.21,11.88662132,-83.7988,32.1572
Pinus elliottii,111,3.2,8.128,33.2,10.1188662,22.51,10.20861678,6.12,2.775510204,1.52,0.689342404,1.21,0.548752834,31.36,14.22222222,-83.7988,32.1572
Pinus elliottii,111,3.5,8.89,37.8,11.52087778,31.59,14.32653061,7.33,3.324263039,1.24,0.562358277,1.97,0.893424036,42.13,19.10657596,-83.7988,32.1572
Pinus elliottii,111,3.5,8.89,38.8,11.82566291,30.43,13.80045351,11.76,5.333333333,1.55,0.702947846,2.88,1.306122449,46.62,21.14285714,-83.7988,32.1572
Pinus elliottii,111,3.1,7.874,36,10.97226455,19.03,8.630385488,7.06,3.201814059,0.94,0.426303855,0.97,0.439909297,28,12.6984127,-83.7988,32.1572
Pinus elliottii,111,3.9,9.906,39.4,12.00853398,33.64,15.25623583,12.28,5.569160998,1.48,0.671201814,3.41,1.546485261,50.81,23.0430839,-83.7988,32.1572
Pinus elliottii,111,4.8,12.192,39.2,11.94757696,57.25,25.96371882,14.94,6.775510204,4.35,1.972789116,6.58,2.984126984,83.12,37.69614512,-83.7988,32.1572
