spp,scd,dbh,dbh_cm,tht,tht_m,stm,stm_kg,brk,brk_kg,bch,bch_kg,fol,fol_kg,agb,agb_kg,lon,lat
Pinus taeda,131,14,35.56,86.9,26.48582749,1053.53,477.7913832,108.12,49.03401361,78.63,35.65986395,33.98,15.41043084,1274.26,577.8956916,-78.983,36.016
Pinus taeda,131,12.6,32.004,74.5,22.70649192,513.76,232.9977324,62.43,28.31292517,115.55,52.40362812,55.06,24.97052154,746.8,338.6848073,-78.983,36.016
Pinus taeda,131,3.7,9.398,28.3,8.62541908,23.37,10.59863946,3.5,1.587301587,3.07,1.392290249,3.76,1.70521542,33.7,15.28344671,-78.983,36.016
Pinus taeda,131,8.3,21.082,44.8,13.65437367,171.7,77.86848073,26.88,12.19047619,31.03,14.07256236,21.58,9.786848073,251.19,113.9183673,-78.983,36.016
Pinus taeda,131,3.3,8.382,34.8,10.6065224,20.48,9.287981859,4.92,2.231292517,1.45,0.657596372,2.25,1.020408163,29.1,13.19727891,-78.983,36.016
Pinus taeda,131,2.5,6.35,15.9,4.846083511,5.76,2.612244898,1.77,0.802721088,2.21,1.002267574,3.29,1.492063492,13.03,5.909297052,-78.983,36.016
Pinus taeda,131,9.6,24.384,45.9,13.98963731,198.55,90.04535147,30.29,13.73696145,112.36,50.9569161,45.53,20.64852608,386.73,175.3877551,-78.983,36.016
Pinus taeda,131,5.6,14.224,35.4,10.78939348,57.22,25.95011338,9.15,4.149659864,9.03,4.095238095,9.04,4.099773243,84.44,38.29478458,-78.983,36.016
Pinus taeda,131,1.4,3.556,12.6,3.840292594,1.86,0.843537415,0.49,0.222222222,0.48,0.217687075,1.1,0.498866213,3.93,1.782312925,-78.983,36.016
Pinus taeda,131,7.4,18.796,65.9,20.08533984,205.32,93.11564626,29.46,13.36054422,11.43,5.183673469,8.71,3.950113379,254.92,115.6099773,-78.983,36.016
Pinus taeda,131,5.8,14.732,39.4,12.00853398,57.59,26.11791383,9.33,4.231292517,6.46,2.929705215,6.39,2.897959184,79.77,36.17687075,-78.983,36.016
Pinus taeda,131,2.6,6.604,24.2,7.375800061,11.7,5.306122449,9.74,4.41723356,1.62,0.734693878,0.28,0.126984127,23.34,10.58503401,-95.2,32.35
Pinus taeda,131,5,12.7,31.8,9.692167022,51.65,23.42403628,8.25,3.741496599,9.12,4.136054422,3.18,1.442176871,72.2,32.74376417,-95.2,32.35
Pinus taeda,131,6.6,16.764,40,12.19140506,110.5,50.11337868,11.3,5.124716553,18.91,8.575963719,5.91,2.680272109,146.62,66.49433107,-95.2,32.35
Pinus taeda,131,4,10.16,33,10.05790917,42.7,19.36507937,38.03,17.24716553,6.95,3.151927438,2.15,0.975056689,89.83,40.73922902,-95.2,32.35
Pinus taeda,131,7.8,19.812,43,13.10576044,169.07,76.67573696,17.72,8.036281179,50.58,22.93877551,7.73,3.505668934,245.1,111.1564626,-95.2,32.35
Pinus taeda,131,15,38.1,51.6,15.72691253,592.44,268.6802721,73.57,33.36507937,388.86,176.3537415,41.51,18.82539683,1096.38,497.2244898,-95.2,32.35
Pinus taeda,131,9,22.86,46.2,14.08107284,243.97,110.6439909,32.64,14.80272109,58.99,26.75283447,24.59,11.15192744,360.19,163.3514739,-95.2,32.35
Pinus taeda,131,6.4,16.256,36.7,11.18561414,86.38,39.17460317,9.8,4.444444444,16.17,7.333333333,3.4,1.541950113,115.75,52.49433107,-95.2,32.35
Pinus taeda,131,6,15.24,31.3,9.539774459,66.18,30.01360544,56.95,25.8276644,12.34,5.596371882,7.35,3.333333333,142.82,64.77097506,-95.2,32.35
Pinus taeda,131,10,25.4,38.2,11.64279183,174.93,79.33333333,18.25,8.276643991,106.39,48.24943311,39.75,18.02721088,339.32,153.8866213,-95.2,32.35
Pinus taeda,131,11,27.94,37.2,11.33800671,190.8,86.53061224,20.98,9.514739229,80.41,36.46712018,25.53,11.57823129,317.72,144.0907029,-95.2,32.35
Pinus taeda,131,7.2,18.288,34.1,10.39317281,107.55,48.7755102,11.22,5.088435374,17.92,8.126984127,11.38,5.160997732,148.07,67.15192744,-95.2,32.35
Pinus taeda,131,14.6,37.084,60.9,18.5614142,761.13,345.1836735,57.57,26.10884354,266.13,120.6938776,58.52,26.53968254,1143.35,518.5260771,-95.2,32.35
Pinus taeda,131,11.4,28.956,59.9,18.25662908,523.11,237.2380952,56.7,25.71428571,129.05,58.5260771,33.1,15.01133787,741.96,336.4897959,-95.2,32.35
Pinus taeda,131,16.7,42.418,67.3,20.51203901,1398.18,634.0952381,93.96,42.6122449,400.33,181.5555556,162.28,73.59637188,2054.75,931.8594104,-95.2,32.35
Pinus taeda,131,21,53.34,64.1,19.53672661,1542.74,699.6553288,107.09,48.56689342,480.36,217.8503401,88.84,40.29024943,2219.03,1006.362812,-95.2,32.35
Pinus taeda,131,10.7,27.178,45.3,13.80676623,254.03,115.2063492,34.5,15.6462585,54.27,24.6122449,19.8,8.979591837,362.6,164.4444444,-95.2,32.35
Pinus taeda,131,12.6,32.004,52.6,16.03169765,490.04,222.2403628,61.46,27.87301587,88.98,40.3537415,32.94,14.93877551,673.42,305.4058957,-95.2,32.35
Pinus taeda,131,15.2,38.608,61.5,18.74428528,693.62,314.5668934,78.1,35.41950113,199.16,90.32199546,48.61,22.04535147,1019.49,462.3537415,-95.2,32.35
Pinus taeda,131,13.8,35.052,73.6,22.43218531,796.55,361.2471655,85.63,38.83446712,197.42,89.53287982,52.93,24.00453515,1132.53,513.6190476,-95.2,32.35
Pinus taeda,131,7.9,20.066,36.1,11.00274307,113.92,51.66439909,14.45,6.553287982,31.15,14.12698413,27.27,12.36734694,186.79,84.71201814,-95.2,32.35
Pinus taeda,131,4.3,10.922,29.2,8.899725693,43.55,19.75056689,5.39,2.444444444,9.14,4.145124717,5.91,2.680272109,63.99,29.02040816,-95.2,32.35
Pinus taeda,131,7.1,18.034,31.4,9.570252972,84.19,38.1814059,13.18,5.977324263,31.17,14.13605442,10.59,4.802721088,139.13,63.09750567,-95.2,32.35
Pinus taeda,131,6.3,16.002,30.5,9.295946358,68.07,30.8707483,7.53,3.414965986,17.61,7.986394558,5.75,2.607709751,98.96,44.87981859,-95.2,32.35
Pinus taeda,131,7.9,20.066,35,10.66747943,107.27,48.64852608,13.26,6.013605442,36.61,16.6031746,14.5,6.575963719,171.64,77.84126984,-95.2,32.35
Pinus taeda,131,8.5,21.59,32.7,9.966473636,122.08,55.36507937,16.11,7.306122449,31.75,14.39909297,10.64,4.825396825,180.58,81.89569161,-95.2,32.35
Pinus taeda,131,5,12.7,30.7,9.356903383,56.54,25.64172336,6.73,3.052154195,11.62,5.26984127,5.61,2.544217687,80.5,36.50793651,-95.2,32.35
Pinus taeda,131,7.6,19.304,53.6,16.33648278,174.63,79.19727891,14.88,6.74829932,28.64,12.98866213,7.16,3.247165533,225.31,102.1814059,-95.2,32.35
Pinus taeda,131,9.5,24.13,47.9,14.59920756,184.46,83.6553288,30.75,13.94557823,37.04,16.79818594,10.87,4.929705215,263.12,119.3287982,-95.2,32.35
Pinus taeda,131,12.1,30.734,47,14.32490094,389.7,176.7346939,41.98,19.03854875,98.04,44.46258503,43.53,19.7414966,573.25,259.9773243,-95.2,32.35
Pinus taeda,131,10.8,27.432,49,14.9344712,294.69,133.6462585,34.26,15.53741497,77.96,35.35600907,13.5,6.12244898,420.41,190.6621315,-95.2,32.35
Pinus taeda,131,12.9,32.766,51.6,15.72691253,446.31,202.4081633,56.38,25.569161,119.63,54.25396825,35.86,16.26303855,658.18,298.4943311,-95.2,32.35
Pinus taeda,131,9.6,24.384,45.7,13.92868028,242.03,109.7641723,26.04,11.80952381,56.1,25.44217687,23.38,10.6031746,347.55,157.6190476,-95.2,32.35
Pinus taeda,131,11,27.94,51,15.54404145,373.2,169.2517007,34.16,15.49206349,79.1,35.87301587,28.94,13.12471655,515.4,233.7414966,-95.2,32.35
Pinus taeda,131,6.1,15.494,44.2,13.47150259,102.5,46.48526077,8.87,4.022675737,13.28,6.022675737,4.75,2.154195011,129.4,58.68480726,-95.2,32.35
Pinus taeda,131,5.5,13.97,39.1,11.91709845,56.81,25.76417234,7.07,3.206349206,13.04,5.9138322,1.99,0.902494331,78.91,35.78684807,-95.2,32.35
Pinus taeda,131,8.1,20.574,46,14.02011582,187.58,85.07029478,19.01,8.621315193,41.4,18.7755102,19.39,8.793650794,267.38,121.260771,-95.2,32.35
Pinus taeda,131,10.5,26.67,57.1,17.40323072,379.39,172.0589569,40.79,18.49886621,61.14,27.72789116,39.74,18.02267574,521.06,236.30839,-95.2,32.35
Pinus taeda,131,14,35.56,57.8,17.61658031,681.65,309.138322,72.61,32.92970522,244.32,110.8027211,64.79,29.38321995,1063.37,482.2539683,-95.2,32.35
Pinus taeda,131,10.5,26.67,54.7,16.67174642,351.85,159.569161,40.36,18.30385488,107.52,48.76190476,21.06,9.551020408,520.79,236.185941,-95.2,32.35
Pinus taeda,131,12.7,32.258,57,17.37275221,519.34,235.5283447,61.31,27.80498866,116.72,52.93424036,64.63,29.3106576,762,345.5782313,-95.2,32.35
Pinus taeda,131,9.9,25.146,55.4,16.88509601,282.79,128.2494331,29.52,13.3877551,34.72,15.74603175,22.83,10.3537415,369.86,167.7369615,-95.2,32.35
Pinus taeda,131,4.9,12.446,30.8,9.387381896,32.72,14.83900227,7.02,3.183673469,7.3,3.310657596,4.21,1.909297052,51.25,23.24263039,-95.2,32.35
Pinus taeda,131,6.2,15.748,40.3,12.2828406,82.75,37.52834467,10.35,4.693877551,26.66,12.09070295,3.78,1.714285714,123.54,56.02721088,-95.2,32.35
Pinus taeda,131,3.8,9.652,35.3,10.75891496,24.39,11.06122449,3.73,1.691609977,5.23,2.371882086,1.33,0.603174603,34.68,15.72789116,-95.2,32.35
Pinus taeda,131,8.3,21.082,44.8,13.65437367,145.98,66.20408163,20.83,9.446712018,47.24,21.42403628,15.28,6.929705215,229.33,104.0045351,-95.2,32.35
Pinus taeda,131,7.1,18.034,34.7,10.57604389,85.59,38.81632653,11.98,5.433106576,24.86,11.27437642,5.82,2.639455782,128.25,58.16326531,-95.2,32.35
Pinus taeda,131,6.9,17.526,38.5,11.73422737,90.45,41.02040816,10.96,4.970521542,24.73,11.2154195,7.36,3.337868481,133.5,60.54421769,-95.2,32.35
Pinus taeda,131,4.2,10.668,23.9,7.284364523,18.96,8.598639456,3.3,1.496598639,14.04,6.367346939,0.29,0.131519274,36.59,16.59410431,-95.2,32.35
Pinus taeda,131,7.8,19.812,41.8,12.74001829,107.5,48.75283447,15.77,7.151927438,27.63,12.53061224,10.45,4.739229025,161.35,73.17460317,-95.2,32.35
Pinus taeda,131,5.8,14.732,40,12.19140506,61.54,27.90929705,9.77,4.430839002,13.81,6.263038549,7.94,3.600907029,93.06,42.20408163,-95.2,32.35
Pinus taeda,131,8.8,22.352,40.5,12.34379762,146.59,66.48072562,21.47,9.736961451,39.76,18.03174603,19.21,8.712018141,227.03,102.9614512,-95.2,32.35
Pinus taeda,131,5.4,13.716,39.9,12.16092655,59.31,26.89795918,5.83,2.64399093,8.83,4.004535147,3.86,1.750566893,77.83,35.29705215,-95.2,32.35
Pinus taeda,131,8.9,22.606,45.3,13.80676623,167.31,75.87755102,21.79,9.882086168,50.6,22.9478458,16.04,7.274376417,255.74,115.9818594,-95.2,32.35
Pinus taeda,131,6.9,17.526,37.8,11.52087778,98.52,44.68027211,17.18,7.79138322,21.59,9.79138322,5.54,2.512471655,142.83,64.7755102,-95.2,32.35
Pinus taeda,131,9,22.86,44,13.41054557,202.24,91.71882086,27.63,12.53061224,49.24,22.33106576,17.28,7.836734694,296.39,134.4172336,-95.2,32.35
Pinus taeda,131,10.6,26.924,48.2,14.6906431,281.55,127.6870748,35.67,16.17687075,95.22,43.18367347,14.73,6.680272109,427.17,193.7278912,-95.2,32.35
Pinus taeda,131,8.9,22.606,41,12.49619019,185.42,84.09070295,22.62,10.2585034,32.89,14.91609977,14.55,6.598639456,255.48,115.8639456,-95.2,32.35
Pinus taeda,131,6.6,16.764,42.9,13.07528193,109.69,49.74603175,17.46,7.918367347,17.69,8.022675737,7.96,3.609977324,152.8,69.29705215,-95.2,32.35
Pinus taeda,131,9.5,24.13,45,13.71533069,251.19,113.9183673,35.67,16.17687075,50.49,22.89795918,22.71,10.29931973,360.06,163.292517,-95.2,32.35
Pinus taeda,131,8.2,20.828,45,13.71533069,158.03,71.66893424,18.81,8.530612245,31.56,14.31292517,14.02,6.358276644,222.42,100.8707483,-95.2,32.35
Pinus taeda,131,9.7,24.638,46.5,14.17250838,222.13,100.739229,28.19,12.7845805,51.56,23.38321995,26.23,11.89569161,328.11,148.8027211,-95.2,32.35
Pinus taeda,131,11.5,29.21,54.3,16.54983237,470.32,213.2970522,38.94,17.65986395,40.36,18.30385488,17.75,8.049886621,567.37,257.3106576,-95.2,32.35
Pinus taeda,131,11.8,29.972,64.2,19.56720512,609.06,276.2176871,59.58,27.02040816,147.51,66.89795918,26.85,12.17687075,843,382.3129252,-95.2,32.35
Pinus taeda,131,18.4,46.736,72,21.94452911,1330.1,603.2199546,154.85,70.22675737,394.24,178.7936508,70.34,31.90022676,1949.53,884.1405896,-95.2,32.35
Pinus taeda,131,9.8,24.892,67.4,20.54251753,356.43,161.6462585,40.41,18.32653061,55.93,25.36507937,18.97,8.603174603,471.74,213.9410431,-95.2,32.35
Pinus taeda,131,13.1,33.274,69.3,21.12160927,781.14,354.2585034,78.66,35.67346939,158.17,71.7324263,42.98,19.49206349,1060.95,481.1564626,-95.2,32.35
Pinus taeda,131,10.4,26.416,62.4,19.01859189,403.89,183.170068,44.65,20.24943311,59.02,26.76643991,20.79,9.428571429,528.35,239.6145125,-95.2,32.35
Pinus taeda,131,14.2,36.068,63.3,19.29289851,659.53,299.106576,64.24,29.13378685,153.83,69.76417234,56.89,25.80045351,934.49,423.8049887,-95.2,32.35
Pinus taeda,131,12,30.48,65,19.81103322,448.8,203.537415,48.59,22.03628118,75.29,34.14512472,33.54,15.21088435,606.22,274.9297052,-95.2,32.35
Pinus taeda,131,12.5,31.75,65,19.81103322,611.7,277.414966,55.47,25.15646259,122.65,55.62358277,54.62,24.77097506,844.44,382.9659864,-95.2,32.35
Pinus taeda,131,10.9,27.686,58.3,17.76897287,354.65,160.8390023,36.08,16.36281179,45.74,20.74376417,14.52,6.585034014,450.99,204.5306122,-95.2,32.35
Pinus taeda,131,11.6,29.464,55.8,17.00701006,403.02,182.7755102,41.75,18.93424036,71.26,32.31746032,41.8,18.9569161,557.83,252.984127,-95.2,32.35
Pinus taeda,131,14.7,37.338,51.5,15.69643401,633.63,287.3605442,55.82,25.31519274,229.24,103.9637188,43.43,19.69614512,962.12,436.3356009,-95.2,32.35
Pinus taeda,131,7.5,19.05,46.7,14.23346541,149.94,68,20.9,9.47845805,19.19,8.702947846,9.41,4.267573696,199.44,90.44897959,-95.2,32.35
Pinus taeda,131,8.9,22.606,51.2,15.60499848,279.74,126.8662132,34.4,15.60090703,50.73,23.00680272,18.31,8.303854875,383.18,173.7777778,-95.2,32.35
Pinus taeda,131,5.4,13.716,44.9,13.68485218,78.03,35.3877551,17.02,7.718820862,4.78,2.167800454,0.97,0.439909297,100.8,45.71428571,-95.2,32.35
Pinus taeda,131,9.3,23.622,53.3,16.24504724,294.69,133.6462585,32.94,14.93877551,52.02,23.59183673,19.71,8.93877551,399.36,181.1156463,-95.2,32.35
Pinus taeda,131,11.5,29.21,51.1,15.57451996,386.94,175.4829932,46.42,21.0521542,82.28,37.31519274,28.65,12.99319728,544.29,246.8435374,-95.2,32.35
Pinus taeda,131,10.3,26.162,50.7,15.45260591,305.24,138.430839,35.58,16.13605442,66.22,30.03174603,29.22,13.25170068,436.26,197.8503401,-95.2,32.35
Pinus taeda,131,9.9,25.146,55.2,16.82413898,356.86,161.8412698,41.99,19.0430839,81.41,36.92063492,17.66,8.009070295,497.92,225.814059,-95.2,32.35
Pinus taeda,131,13.5,34.29,55.6,16.94605303,636.21,288.5306122,50.89,23.07936508,115.7,52.47165533,46.3,20.99773243,849.1,385.0793651,-95.2,32.35
Pinus taeda,131,7.9,20.066,49.3,15.02590674,207.33,94.02721088,25.6,11.60997732,37.66,17.07936508,12.7,5.759637188,283.29,128.4761905,-95.2,32.35
Pinus taeda,131,12.3,31.242,54,16.45839683,426,193.1972789,44.13,20.01360544,96.4,43.71882086,35.85,16.2585034,602.38,273.1882086,-95.2,32.35
Pinus taeda,131,13,33.02,61.9,18.86619933,572.22,259.5102041,57.43,26.04535147,118.73,53.84580499,42.19,19.13378685,790.57,358.5351474,-95.2,32.35
Pinus taeda,131,8.3,21.082,51.1,15.57451996,199.23,90.3537415,20.52,9.306122449,19.01,8.621315193,12.73,5.77324263,251.49,114.0544218,-95.2,32.35
Pinus taeda,131,7.4,18.796,49.5,15.08686376,139.64,63.32879819,16.16,7.328798186,10.61,4.811791383,5.11,2.317460317,171.52,77.78684807,-95.2,32.35
Pinus taeda,131,12.4,31.496,59.5,18.13471503,549.87,249.3741497,42.17,19.12471655,100.01,45.35600907,46.63,21.14739229,738.68,335.0022676,-95.2,32.35
Pinus taeda,131,8,20.32,40.9,12.46571167,168.58,76.45351474,15.08,6.839002268,43.77,19.85034014,17.55,7.959183673,244.98,111.1020408,-95.2,32.35
Pinus taeda,131,12.5,31.75,72.5,22.09692167,650.81,295.1519274,50.98,23.12018141,93.88,42.57596372,55.98,25.3877551,851.65,386.2358277,-95.2,32.35
Pinus taeda,131,15,38.1,68,20.7253886,733.9,332.8344671,68.51,31.07029478,107.03,48.53968254,154.18,69.92290249,1063.62,482.3673469,-95.2,32.35
Pinus taeda,131,12.8,32.512,62.5,19.04907041,488.07,221.3469388,61.54,27.90929705,157.8,71.56462585,31.01,14.06349206,738.42,334.8843537,-95.2,32.35
Pinus taeda,131,10.7,27.178,70.9,21.60926547,322.75,146.3718821,43.45,19.70521542,52.42,23.77324263,26.12,11.84580499,444.74,201.6961451,-95.2,32.35
Pinus taeda,131,2.9,7.366,21.3,6.491923194,10.27,4.657596372,2.42,1.097505669,1.89,0.857142857,1.25,0.566893424,15.83,7.179138322,-95.2,32.35
Pinus taeda,131,11.7,29.718,70.5,21.48735142,524.08,237.6780045,54.88,24.88888889,85.46,38.75736961,25.84,11.71882086,690.26,313.0430839,-95.2,32.35
Pinus taeda,131,10.1,25.654,71,21.63974398,422.63,191.6689342,46.1,20.90702948,65.46,29.68707483,17.05,7.732426304,551.24,249.9954649,-95.2,32.35
Pinus taeda,131,11.8,29.972,70.2,21.39591588,562.36,255.0385488,53.09,24.07709751,72.62,32.93424036,35.8,16.23582766,723.87,328.2857143,-95.2,32.35
Pinus taeda,131,15.6,39.624,73.1,22.27979275,1096.25,497.1655329,98.09,44.48526077,260.64,118.2040816,41.77,18.94331066,1496.75,678.7981859,-83.37,33.89
Pinus taeda,131,16,40.64,69.9,21.30448034,1073.33,486.7709751,78.33,35.52380952,255.72,115.9727891,48.24,21.87755102,1455.62,660.1451247,-83.37,33.89
Pinus taeda,131,16.8,42.672,71,21.63974398,1287.29,583.8049887,117.83,53.43764172,453.69,205.755102,49.91,22.63492063,1908.72,865.6326531,-83.37,33.89
Pinus taeda,131,16.3,41.402,80.9,24.65711673,1193.42,541.2335601,110.03,49.90022676,352.53,159.877551,57.08,25.88662132,1713.06,776.8979592,-83.37,33.89
Pinus taeda,131,15.6,39.624,76.3,23.25510515,1069.79,485.1655329,87.83,39.83219955,278.05,126.0997732,56.67,25.70068027,1492.34,676.7981859,-83.37,33.89
Pinus taeda,131,15,38.1,72,21.94452911,1052.59,477.3650794,101.73,46.13605442,282.36,128.0544218,55.71,25.26530612,1492.39,676.8208617,-83.37,33.89
Pinus taeda,131,15.1,38.354,76.1,23.19414813,1104.99,501.1292517,78.26,35.49206349,264.26,119.845805,51.21,23.2244898,1498.72,679.69161,-83.37,33.89
Pinus taeda,131,15.6,39.624,71.4,21.76165803,976.02,442.6394558,118.55,53.76417234,114.7,52.01814059,31.95,14.48979592,1241.22,562.9115646,-83.37,33.89
Pinus taeda,131,17,43.18,64.6,19.68911917,931.57,422.4807256,122.21,55.42403628,618.97,280.7120181,76.59,34.73469388,1749.34,793.3514739,-83.37,33.89
Pinus taeda,131,8.7,22.098,60,18.28710759,243.12,110.2585034,25.36,11.50113379,21.63,9.80952381,12.49,5.664399093,302.6,137.2335601,-81.78,30.7
Pinus taeda,131,6,15.24,60.7,18.50045718,163.46,74.13151927,16.13,7.315192744,10.38,4.707482993,6.24,2.829931973,196.21,88.98412698,-81.78,30.7
Pinus taeda,131,8.2,20.828,61.9,18.86619933,266.53,120.8752834,26.35,11.95011338,16.57,7.514739229,13.66,6.195011338,323.11,146.5351474,-81.78,30.7
Pinus taeda,131,8.1,20.574,60.5,18.43950015,236.31,107.170068,22.62,10.2585034,19.74,8.952380952,12.39,5.619047619,291.06,132,-81.78,30.7
Pinus taeda,131,8.3,21.082,60.7,18.50045718,260.52,118.1496599,24.87,11.27891156,26.42,11.98185941,16.17,7.333333333,327.98,148.7437642,-81.78,30.7
Pinus taeda,131,9.4,23.876,61.6,18.77476379,313.57,142.2086168,33.21,15.06122449,29.18,13.23356009,18.47,8.376417234,394.43,178.8798186,-81.78,30.7
Pinus taeda,131,11.2,28.448,66.3,20.20725389,562.58,255.138322,44.71,20.27664399,63.75,28.91156463,27.89,12.64852608,698.93,316.9750567,-81.78,30.7
Pinus taeda,131,7.4,18.796,57.8,17.61658031,194.47,88.19501134,23.56,10.68480726,16.67,7.560090703,8.65,3.922902494,243.35,110.3628118,-81.78,30.7
Pinus taeda,131,7.4,18.796,63.5,19.35385553,258.66,117.3061224,22.79,10.33560091,19.37,8.784580499,11.43,5.183673469,312.25,141.6099773,-81.78,30.7
Pinus taeda,131,8.3,21.082,66.3,20.20725389,307.32,139.3741497,30.51,13.83673469,16.35,7.414965986,8.71,3.950113379,362.89,164.5759637,-81.78,30.7
Pinus taeda,131,7.2,18.288,58.8,17.92136544,213.62,96.87981859,18.31,8.303854875,16.39,7.433106576,13.43,6.090702948,261.75,118.707483,-81.78,30.7
Pinus taeda,131,6.5,16.51,62.3,18.98811338,161.81,73.38321995,18.17,8.240362812,10.44,4.734693878,4.15,1.882086168,194.57,88.24036281,-81.78,30.7
Pinus taeda,131,6.7,17.018,60.5,18.43950015,178.98,81.17006803,16.48,7.473922902,12.06,5.469387755,7.77,3.523809524,215.29,97.63718821,-81.78,30.7
Pinus taeda,131,6.4,16.256,60.5,18.43950015,192.55,87.32426304,20.4,9.25170068,9.89,4.485260771,6.6,2.993197279,229.44,104.0544218,-81.78,30.7
Pinus taeda,131,9,22.86,64.3,19.59768363,305.1,138.3673469,33.31,15.10657596,22.41,10.16326531,9.34,4.235827664,370.16,167.8730159,-81.78,30.7
Pinus taeda,131,7.7,19.558,60.3,18.37854313,183.83,83.36961451,22.43,10.1723356,11.3,5.124716553,7.49,3.396825397,225.05,102.0634921,-81.78,30.7
Pinus taeda,131,9.8,24.892,60.2,18.34806461,272.81,123.723356,30.14,13.66893424,26.63,12.07709751,16.4,7.437641723,345.98,156.9070295,-81.78,30.7
Pinus taeda,131,9.3,23.622,63.5,19.35385553,304.43,138.0634921,32.06,14.53968254,25.16,11.41043084,6.07,2.752834467,367.72,166.7664399,-81.78,30.7
Pinus taeda,131,7,17.78,60.1,18.3175861,220.15,99.84126984,19.84,8.997732426,14.2,6.439909297,10.77,4.884353741,264.96,120.1632653,-81.78,30.7
Pinus taeda,131,8.8,22.352,47.4,14.446815,203.33,92.21315193,27.79,12.6031746,17.14,7.77324263,18.08,8.199546485,266.34,120.7891156,-81.78,30.7
Pinus taeda,131,7.9,20.066,39,11.88661993,134.84,61.15192744,23.54,10.67573696,18.82,8.535147392,8.82,4,186.02,84.36281179,-81.78,30.7
Pinus taeda,131,9.2,23.368,44.6,13.59341664,204.74,92.85260771,29.08,13.18820862,26.59,12.05895692,12.93,5.863945578,273.34,123.9637188,-81.78,30.7
Pinus taeda,131,9.2,23.368,44.7,13.62389515,231.05,104.7845805,25.37,11.50566893,44.07,19.98639456,22.24,10.0861678,322.73,146.3628118,-81.78,30.7
Pinus taeda,131,9.3,23.622,49,14.9344712,234.39,106.2993197,26.11,11.84126984,27.61,12.52154195,18.38,8.335600907,306.49,138.9977324,-81.78,30.7
Pinus taeda,131,6.3,16.002,59.1,18.01280098,181.55,82.33560091,18.98,8.607709751,12.7,5.759637188,9.36,4.244897959,222.59,100.9478458,-81.78,30.7
Pinus taeda,131,6.5,16.51,52.1,15.87930509,132.81,60.23129252,18.22,8.263038549,9.37,4.249433107,4.23,1.918367347,164.63,74.66213152,-81.78,30.7
Pinus taeda,131,7.5,19.05,57.6,17.55562329,232.4,105.3968254,23.02,10.4399093,22.98,10.42176871,9.38,4.253968254,287.78,130.5124717,-81.78,30.7
Pinus taeda,131,10.1,25.654,61.3,18.68332825,359.05,162.8344671,34.42,15.60997732,31.37,14.22675737,19.1,8.662131519,443.94,201.3333333,-81.78,30.7
Pinus taeda,131,8.6,21.844,61.2,18.65284974,230.26,104.4263039,26.91,12.20408163,14.31,6.489795918,9.35,4.240362812,280.83,127.3605442,-81.78,30.7
Pinus taeda,131,5.7,14.478,53.8,16.3974398,80.96,36.71655329,12.31,5.58276644,8.21,3.723356009,2.08,0.943310658,103.56,46.96598639,-81.78,30.7
Pinus taeda,131,6.4,16.256,54.5,16.61078939,143.81,65.21995465,17.45,7.9138322,8.15,3.696145125,7.24,3.283446712,176.65,80.11337868,-81.78,30.7
Pinus taeda,131,6.3,16.002,49.4,15.05638525,137.52,62.36734694,14.95,6.780045351,8.71,3.950113379,6.16,2.793650794,167.34,75.89115646,-81.78,30.7
Pinus taeda,131,7,17.78,53,16.1536117,200.16,90.7755102,20.41,9.256235828,20.3,9.206349206,10.82,4.907029478,251.69,114.1451247,-81.78,30.7
Pinus taeda,131,6.4,16.256,48.8,14.87351417,114.77,52.04988662,16.9,7.664399093,8.06,3.655328798,6.14,2.784580499,145.87,66.15419501,-81.78,30.7
Pinus taeda,131,5.9,14.986,49.4,15.05638525,92.63,42.00907029,12.39,5.619047619,5.81,2.634920635,2.83,1.283446712,113.66,51.54648526,-81.78,30.7
Pinus taeda,131,4.9,12.446,44.8,13.65437367,69.49,31.51473923,8.75,3.968253968,4.74,2.149659864,2.75,1.247165533,85.73,38.87981859,-81.78,30.7
Pinus taeda,131,9.6,24.384,62.3,18.98811338,345.4,156.6439909,32.98,14.9569161,26.86,12.1814059,10.15,4.603174603,415.39,188.3854875,-81.78,30.7
Pinus taeda,131,8.7,22.098,63.3,19.29289851,356.23,161.5555556,33.57,15.2244898,31.88,14.45804989,9.22,4.181405896,430.9,195.4195011,-81.78,30.7
Pinus taeda,131,9,22.86,57.2,17.43370923,274.46,124.4716553,30.7,13.92290249,22.23,10.08163265,11.08,5.024943311,338.47,153.5011338,-81.78,30.7
Pinus taeda,131,8.5,21.59,59.6,18.16519354,296.09,134.2811791,28.57,12.9569161,21.54,9.768707483,13.64,6.185941043,359.84,163.1927438,-81.78,30.7
Pinus taeda,131,7.4,18.796,66.4,20.2377324,289.41,131.2517007,22.78,10.33106576,18.32,8.308390023,11.29,5.120181406,341.8,155.0113379,-81.78,30.7
Pinus taeda,131,7.4,18.796,44.3,13.5019811,143.29,64.98412698,19.91,9.029478458,11.2,5.079365079,7.53,3.414965986,181.93,82.50793651,-81.78,30.7
Pinus taeda,131,7.8,19.812,54,16.45839683,240.82,109.2154195,20.89,9.473922902,18.28,8.290249433,17.14,7.77324263,297.13,134.7528345,-81.78,30.7
Pinus taeda,131,6.8,17.272,48,14.62968607,150.09,68.06802721,20.19,9.156462585,9.7,4.399092971,8.53,3.868480726,188.51,85.49206349,-81.78,30.7
